,account_id,open_date,statement_frequency,district_name,num_customers,credit_cards,loan_amount,loan_payments,loan_term,loan_status,loan,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
1245,1392,1993-04-28,monthly,Prostejov,1,0,,,,,F,,57000,15,140,124909,700
1246,1393,1996-11-24,monthly,Hl.m. Praha,2,0,,,,,F,,23840,15,58,49045,600
1247,1394,1994-12-27,monthly,Ceska Lipa,1,0,,,,,F,,14450,15,93,67266,600
1248,1395,1995-11-21,monthly,Hl.m. Praha,1,0,,,,,F,,16400,15,97,51689,300
1249,1396,1996-06-26,monthly,Nachod,1,1,,,,,F,,63200,15,88,128388,400
1250,1397,1993-03-22,monthly,Pelhrimov,1,1,,,,,F,,35680,15,148,62010,700
1251,1398,1994-08-18,monthly,Uherske Hradiste,1,0,,,,,F,,6300,100,46,48271,1000
1252,1399,1996-05-20,monthly,Jicin,2,0,,,,,F,,8960,13,76,46881,800
1253,1401,1993-08-12,monthly,Hl.m. Praha,1,0,,,,,F,,14500,15,127,51101,300
1254,1402,1993-03-26,monthly,Ostrava - mesto,2,0,,,,,F,,10000,15,153,50569,400
1255,1403,1995-11-02,monthly,Pelhrimov,1,0,,,,,F,,13500,15,78,54577,1000
1256,1405,1996-06-04,monthly,Blansko,1,0,,,,,F,,8790,15,81,45833,400
1257,1406,1994-03-04,monthly,Svitavy,2,0,,,,,F,,12700,15,117,33217,200
1258,1408,1996-09-07,monthly,Praha - vychod,1,1,,,,,F,,37500,15,57,123851,200
1259,1410,1993-09-11,monthly,Ostrava - mesto,1,0,,,,,F,,29600,15,130,109922,500
1260,1411,1993-07-09,monthly,Brno - mesto,1,0,,,,,F,,27400,15,137,111266,600
1261,1412,1993-05-18,monthly,Zlin,2,0,,,,,F,,16700,15,136,58495,1000
1262,1413,1995-06-07,monthly,Znojmo,1,0,,,,,F,,20400,15,86,54186,1100
1263,1414,1995-01-17,monthly,Jihlava,1,0,,,,,F,,14300,15,98,62180,600
1264,1417,1994-12-20,monthly,Prerov,1,1,,,,,F,,25600,15,99,115548,200
1265,1418,1997-02-09,monthly,Jablonec n. Nisou,1,0,,,,,F,,11700,15,49,47213,900
1266,1419,1993-12-22,monthly,Decin,2,0,,,,,F,,7600,15,118,32613,400
1267,1420,1995-06-08,monthly,Frydek - Mistek,1,0,,,,,F,,10150,15,87,42305,900
1268,1421,1994-10-05,monthly,Novy Jicin,1,0,,,,,F,,27400,15,163,85739,1100
1269,1422,1993-04-09,monthly,Frydek - Mistek,1,0,,,,,F,,11000,15,133,46671,400
1270,1423,1995-09-08,monthly,Sumperk,2,0,,,,,F,,7200,15,84,37013,900
1271,1424,1997-05-20,monthly,Ceska Lipa,2,0,,,,,F,,18100,15,40,57384,600
1272,1425,1993-07-06,monthly,Sumperk,1,0,,,,,F,,28000,15,175,65817,900
1273,1426,1995-10-27,monthly,Teplice,1,0,,,,,F,,3440,15,73,27655,200
1274,1427,1995-10-08,monthly,Pelhrimov,1,0,,,,,F,,23520,15,86,76860,1000
1275,1429,1993-07-30,monthly,Hodonin,1,0,,,,,F,,4620,15,127,33179,1100
1276,1430,1997-02-13,monthly,Plzen - mesto,2,0,,,,,F,,6000,1100,8,22900,800
1277,1431,1996-06-11,monthly,Usti nad Labem,1,1,,,,,F,,20800,15,104,60510,200
1278,1432,1997-07-19,monthly,Plzen - jih,2,0,,,,,F,,35000,15,35,99393,1000
1279,1434,1997-08-08,monthly,Karvina,1,0,,,,,F,,3800,15,35,24536,200
1280,1435,1996-12-01,monthly,Hl.m. Praha,1,0,,,,,F,,42240,15,52,75328,800
1281,1436,1994-12-07,monthly,Beroun,1,0,,,,,F,,5300,15,125,53825,500
1282,1437,1995-01-13,monthly,Svitavy,1,0,,,,,F,,8100,15,104,32464,1000
1283,1439,1996-01-27,monthly,Praha - zapad,2,0,,,,,F,,2430,15,67,21716,700
1284,1440,1993-09-22,monthly,Brno - venkov,1,0,,,,,F,,8580,15,152,32004,500
1285,1441,1994-10-25,monthly,Svitavy,1,0,,,,,F,,6500,15,98,45210,500
1286,1442,1993-05-23,monthly,Cheb,1,0,,,,,F,,36400,15,135,65063,300
1287,1443,1997-09-27,monthly,Brno - mesto,1,0,,,,,F,,22300,15,32,63015,700
1288,1444,1996-06-16,monthly,Karvina,1,0,,,,,F,,4560,15,81,61180,700
1289,1445,1996-03-16,monthly,Prostejov,1,0,,,,,F,,7900,15,78,40016,900
1290,1446,1995-01-18,monthly,Hodonin,1,1,,,,,F,,17800,15,96,99182,1100
1291,1447,1997-02-20,monthly,Znojmo,1,0,100080.0,2085.0,48.0,C,T,F,14400,15,52,48705,300
1292,1448,1995-10-07,monthly,Hl.m. Praha,2,0,,,,,F,,5100,200,45,26516,1100
1293,1449,1993-08-26,monthly,Jablonec n. Nisou,1,1,,,,,F,,27500,15,170,63166,800
1294,1450,1996-04-07,monthly,Vyskov,1,1,,,,,F,,8650,15,67,53500,400
1295,1451,1993-06-24,monthly,Zlin,1,0,,,,,F,,8500,15,130,36594,1000
1296,1452,1995-09-16,monthly,Jicin,1,0,,,,,F,,26800,15,80,103890,500
1297,1454,1997-07-25,monthly,Nachod,1,0,,,,,F,,2300,900,14,38500,300
1298,1455,1996-01-03,monthly,Zdar nad Sazavou,1,0,,,,,F,,30560,5,82,45844,-1179
1299,1456,1996-04-12,monthly,Nymburk,1,1,,,,,F,,64800,15,109,151395,1100
1300,1458,1994-01-03,monthly,Rokycany,1,0,,,,,F,,27900,15,122,56474,700
1301,1459,1997-03-26,monthly,Pribram,2,0,,,,,F,,4300,15,39,20338,900
1302,1460,1996-11-29,monthly,Brno - mesto,1,0,,,,,F,,3840,15,47,31495,300
1303,1461,1996-04-07,monthly,Opava,1,0,,,,,F,,60700,15,70,125462,800
1304,1463,1996-09-25,monthly,Ceska Lipa,1,0,,,,,F,,6840,15,70,37023,1000
1305,1464,1996-10-21,monthly,Opava,1,0,,,,,F,,59200,15,82,150867,300
1306,1465,1995-06-08,monthly,Sokolov,1,0,,,,,F,,7590,15,106,45003,300
1307,1467,1994-04-27,monthly,Litomerice,1,1,,,,,F,,20000,15,114,88107,800
1308,1468,1993-10-11,monthly,Brno - mesto,1,0,,,,,F,,5850,15,121,29270,500
1309,1469,1995-12-15,monthly,Bruntal,1,0,,,,,F,,6400,15,70,41264,1000
1310,1470,1994-02-10,monthly,Prachatice,1,0,,,,,F,,25800,15,121,63311,1100
1311,1471,1996-07-21,monthly,Hl.m. Praha,1,0,,,,,F,,28600,12,60,67180,1000
1312,1472,1995-07-20,monthly,Benesov,1,0,,,,,F,,9500,15,91,46726,900
1313,1473,1996-04-16,monthly,Most,1,0,,,,,F,,6330,15,61,21537,600
1314,1474,1996-09-14,monthly,Vyskov,2,0,,,,,F,,2695,15,51,24734,900
1315,1476,1993-04-26,monthly,Trebic,1,0,,,,,F,,10900,15,134,34665,200
1316,1477,1993-02-08,monthly,Hl.m. Praha,1,0,,,,,F,,7300,15,143,25777,3151
1317,1478,1996-10-30,monthly,Kolin,1,1,,,,,F,,55600,15,65,140296,900
1318,1479,1995-04-04,monthly,Brno - mesto,1,0,,,,,F,,5160,15,108,34755,700
1319,1481,1993-01-17,monthly,Cesky Krumlov,1,0,,,,,F,,4290,15,139,24502,1000
1320,1482,1996-12-08,monthly,Louny,1,1,,,,,F,,24200,15,51,84762,500
1321,1483,1996-01-09,monthly,Praha - vychod,2,0,,,,,F,,30080,15,95,62651,400
1322,1484,1996-09-23,monthly,Karvina,1,0,,,,,F,,6400,15,51,38342,200
1323,1485,1993-10-03,monthly,Liberec,1,1,,,,,F,,62800,15,139,178774,1000
1324,1486,1996-01-15,monthly,Vyskov,1,1,,,,,F,,22600,15,72,73969,400
1325,1487,1993-09-10,monthly,Zdar nad Sazavou,2,0,,,,,F,,2900,15,129,29262,1100
1326,1488,1997-04-29,monthly,Klatovy,1,0,,,,,F,,11600,15,43,41614,700
1327,1490,1996-07-25,monthly,Kolin,1,0,,,,,F,,56800,15,69,152999,200
1328,1491,1997-06-11,monthly,Pardubice,2,1,,,,,F,,34880,15,43,57838,1000
1329,1492,1996-10-17,monthly,Karlovy Vary,1,0,,,,,F,,12400,15,49,31499,800
1330,1493,1993-01-09,monthly,Usti nad Labem,1,0,,,,,F,,12750,15,145,28795,200
1331,1494,1997-10-08,monthly,Hl.m. Praha,1,1,,,,,F,,25400,15,32,84443,900
1332,1495,1993-11-01,monthly,Liberec,2,1,,,,,F,,30600,15,126,92882,300
1333,1496,1995-02-05,monthly,Hodonin,1,0,,,,,F,,21500,15,97,60020,400
1334,1497,1993-07-16,monthly,Hl.m. Praha,1,0,,,,,F,,18700,15,136,43293,1000
1335,1499,1993-11-28,monthly,Pardubice,2,0,,,,,F,,20640,15,164,73332,1000
1336,1500,1996-10-01,monthly,Hradec Kralove,1,1,,,,,F,,25300,15,56,92593,1000
1337,1501,1996-08-11,monthly,Svitavy,1,0,,,,,F,,15400,15,55,34677,500
1338,1502,1996-10-02,monthly,Hl.m. Praha,1,0,,,,,F,,48200,15,47,116552,200
1339,1503,1996-04-10,monthly,Novy Jicin,1,0,,,,,F,,4500,15,61,27526,300
1340,1504,1996-08-26,monthly,Hl.m. Praha,1,0,,,,,F,,29600,15,57,74093,300
1341,1505,1993-04-23,monthly,Jesenik,1,0,,,,,F,,28600,3,130,44075,-14146
1342,1506,1997-10-13,monthly,Trutnov,1,0,,,,,F,,11600,15,34,28502,500
1343,1507,1993-08-03,monthly,Jablonec n. Nisou,2,1,,,,,F,,46720,15,135,99631,800
1344,1508,1996-01-22,monthly,Jesenik,1,0,,,,,F,,66300,15,71,116544,500
1345,1509,1994-05-19,monthly,Trutnov,1,0,,,,,F,,15400,15,112,49251,600
1346,1510,1996-03-11,monthly,Decin,1,0,,,,,F,,38720,15,71,70943,700
1347,1512,1994-01-08,monthly,Hl.m. Praha,1,0,,,,,F,,17800,15,131,68866,900
1348,1513,1993-08-23,monthly,Sokolov,1,1,,,,,F,,19000,15,132,86165,500
1349,1514,1997-07-01,monthly,Melnik,2,0,,,,,F,,4800,15,37,30657,900
1350,1515,1993-06-11,monthly,Praha - zapad,1,1,,,,,F,,27600,15,138,92576,400
1351,1516,1993-10-08,monthly,Bruntal,2,0,,,,,F,,7860,15,121,40723,500
1352,1517,1996-08-24,monthly,Kolin,2,0,,,,,F,,4700,15,53,27014,700
1353,1518,1993-04-21,monthly,Bruntal,1,0,,,,,F,,27700,15,138,116699,200
1354,1519,1995-06-14,monthly,Nymburk,1,1,,,,,F,,22720,15,87,106093,700
1355,1520,1995-08-08,monthly,Rychnov nad Kneznou,1,0,,,,,F,,5600,15,78,44901,300
1356,1521,1996-04-04,monthly,Ostrava - mesto,2,0,,,,,F,,4300,15,67,26462,900
1357,1522,1997-08-02,monthly,Rychnov nad Kneznou,1,0,,,,,F,,18100,15,48,88312,800
1358,1524,1997-02-20,monthly,Kutna Hora,1,0,,,,,F,,4400,15,42,21764,1100
1359,1525,1996-09-05,monthly,Hodonin,1,0,,,,,F,,6500,15,57,26268,300
1360,1526,1995-01-22,monthly,Usti nad Orlici,1,1,,,,,F,,7700,15,115,83109,200
1361,1528,1996-06-08,monthly,Svitavy,1,0,191088.0,3981.0,48.0,C,T,F,29120,15,68,70986,500
1362,1529,1996-04-28,monthly,Hl.m. Praha,1,0,,,,,F,,6300,15,76,30788,600
1363,1530,1995-05-27,monthly,Karvina,1,0,,,,,F,,8800,15,83,32114,900
1364,1532,1996-09-19,monthly,Brno - mesto,2,0,,,,,F,,43520,15,73,97381,700
1365,1534,1993-05-24,monthly,Hl.m. Praha,1,0,,,,,F,,25440,15,149,61057,900
1366,1535,1993-03-20,monthly,Nachod,1,1,,,,,F,,14080,15,190,77219,200
1367,1537,1997-06-06,monthly,Brno - mesto,1,0,,,,,F,,34400,15,40,74556,200
1368,1538,1996-09-20,monthly,Domazlice,2,1,,,,,F,,63800,15,91,161078,800
1369,1540,1995-03-29,monthly,Hl.m. Praha,1,0,,,,,F,,23500,15,91,105377,500
1370,1541,1996-10-18,monthly,Prostejov,1,0,,,,,F,,38200,15,86,100581,900
1371,1542,1996-04-25,monthly,Hl.m. Praha,2,0,,,,,F,,20900,15,63,33943,1000
1372,1543,1996-04-14,monthly,Hl.m. Praha,1,0,,,,,F,,43300,15,115,67087,1100
1373,1544,1993-07-14,monthly,Jesenik,2,0,,,,,F,,26240,15,138,72852,1100
1374,1545,1993-03-08,monthly,Hl.m. Praha,1,0,,,,,F,,59100,15,142,142687,200
1375,1546,1996-11-20,monthly,Cesky Krumlov,1,0,,,,,F,,8900,15,53,35058,800
1376,1547,1993-09-14,monthly,Olomouc,1,1,,,,,F,,68200,15,128,98055,700
1377,1548,1995-01-27,monthly,Pardubice,2,0,,,,,F,,4900,15,91,24310,800
1378,1549,1996-11-21,monthly,Tabor,1,0,,,,,F,,25800,15,52,70618,500
1379,1550,1996-04-15,monthly,Hl.m. Praha,1,0,,,,,F,,9800,15,75,40932,500
1380,1551,1997-06-18,monthly,Olomouc,2,0,,,,,F,,8350,15,33,35958,1100
1381,1552,1994-01-02,monthly,Pisek,1,1,,,,,F,,29700,15,121,97543,500
1382,1553,1996-12-21,monthly,Kromeriz,1,0,,,,,F,,27500,15,60,65092,1000
1383,1554,1994-11-15,monthly,Pardubice,1,1,,,,,F,,35680,15,102,67698,300
1384,1555,1996-11-10,monthly,Chomutov,1,1,,,,,F,,5900,15,47,50964,1100
1385,1556,1996-09-15,monthly,Brno - mesto,1,0,,,,,F,,11400,15,51,60299,600
1386,1557,1996-12-13,monthly,Zdar nad Sazavou,1,0,,,,,F,,9000,15,46,50578,700
1387,1558,1996-10-06,monthly,Ceska Lipa,1,0,,,,,F,,10900,15,63,34221,600
1388,1559,1994-10-08,monthly,Ceske Budejovice,1,1,,,,,F,,43840,15,105,91251,22823
1389,1560,1997-04-14,monthly,Uherske Hradiste,1,0,,,,,F,,7600,15,47,49513,1000
1390,1561,1995-04-01,monthly,Zdar nad Sazavou,2,0,,,,,F,,8550,15,91,56597,600
1391,1562,1995-08-30,monthly,Hl.m. Praha,1,0,,,,,F,,7170,15,77,24762,600
1392,1563,1996-08-14,monthly,Pardubice,1,0,,,,,F,,3900,100,6,18000,900
1393,1564,1996-03-05,monthly,Rychnov nad Kneznou,1,0,,,,,F,,19300,15,117,56948,1000
1394,1565,1993-10-20,monthly,Liberec,1,0,,,,,F,,15680,15,157,58769,200
1395,1566,1993-07-07,monthly,Opava,1,0,,,,,F,,41920,15,142,63058,500
1396,1567,1997-08-19,monthly,Praha - vychod,1,1,,,,,F,,21760,15,34,78564,800
1397,1568,1995-07-15,monthly,Cheb,2,1,,,,,F,,17120,15,84,66789,300
1398,1570,1994-03-12,monthly,Hl.m. Praha,1,0,,,,,F,,4150,15,111,27040,200
1399,1571,1996-07-29,monthly,Zdar nad Sazavou,1,0,,,,,F,,38900,15,60,63965,200
1400,1572,1997-10-21,monthly,Olomouc,1,0,,,,,F,,14400,15,30,61396,500
1401,1573,1997-12-29,monthly,Vyskov,1,0,,,,,F,,9650,15,23,26037,1000
1402,1574,1997-05-28,monthly,Prerov,1,0,,,,,F,,4250,15,35,29805,1000
1403,1575,1993-02-27,monthly,Hl.m. Praha,1,0,,,,,F,,8600,15,137,39610,900
1404,1577,1996-10-16,monthly,Bruntal,1,0,,,,,F,,7560,15,68,50428,200
1405,1578,1994-12-01,monthly,Rychnov nad Kneznou,1,0,,,,,F,,3680,15,99,52045,600
1406,1579,1994-08-09,monthly,Hodonin,1,1,,,,,F,,40800,15,114,79665,600
1407,1580,1996-01-08,monthly,Jesenik,1,1,194256.0,8094.0,24.0,C,T,F,63100,15,85,134157,400
1408,1581,1995-10-12,monthly,Most,2,1,,,,,F,,47360,15,102,83581,900
1409,1582,1996-05-01,monthly,Plzen - sever,1,0,,,,,F,,7400,15,65,40975,500
1410,1584,1993-05-27,monthly,Sokolov,1,0,,,,,F,,8520,15,131,34822,600
1411,1585,1996-02-23,monthly,Havlickuv Brod,1,0,,,,,F,,19500,15,44,71703,1000
1412,1586,1996-10-03,monthly,Hl.m. Praha,2,0,,,,,F,,42400,15,58,74204,200
1413,1587,1996-12-11,monthly,Hl.m. Praha,1,0,,,,,F,,29700,15,53,51990,1100
1414,1588,1993-12-11,monthly,Bruntal,1,0,,,,,F,,7800,15,146,33371,1000
1415,1589,1993-08-07,monthly,Litomerice,2,0,,,,,F,,4700,100,67,32214,500
1416,1590,1995-04-07,monthly,Vsetin,2,0,,,,,F,,19360,15,103,60813,500
1417,1591,1996-01-10,monthly,Znojmo,1,1,,,,,F,,57300,15,73,144038,600
1418,1592,1994-08-18,monthly,Louny,1,1,,,,,F,,3680,15,101,86172,400
1419,1593,1996-08-22,monthly,Jindrichuv Hradec,1,0,,,,,F,,2340,15,53,24846,500
1420,1594,1997-04-06,monthly,Cesky Krumlov,1,0,,,,,F,,17600,15,44,77634,500
1421,1596,1997-10-05,monthly,Karvina,1,0,,,,,F,,3600,15,31,31135,1100
1422,1597,1995-07-04,monthly,Frydek - Mistek,1,0,,,,,F,,9750,15,85,46096,900
1423,1598,1997-04-12,monthly,Cesky Krumlov,2,0,,,,,F,,62800,15,56,145536,700
1424,1599,1995-11-10,monthly,Hodonin,1,1,,,,,F,,27300,15,75,90293,1100
1425,1600,1996-09-13,monthly,Hl.m. Praha,2,0,,,,,F,,10900,15,52,32597,600
1426,1601,1993-02-09,monthly,Praha - vychod,2,0,,,,,F,,4150,15,137,28248,500
1427,1602,1993-09-19,monthly,Decin,1,0,,,,,F,,12250,15,123,41512,600
1428,1603,1993-05-09,monthly,Hl.m. Praha,1,0,78936.0,6578.0,12.0,A,T,F,11200,15,197,69909,900
1429,1604,1993-12-16,monthly,Brno - mesto,1,0,,,,,F,,28320,15,122,64823,900
1430,1605,1993-12-16,monthly,Olomouc,1,1,,,,,F,,64800,15,173,156040,24483
1431,1606,1996-03-07,monthly,Cheb,1,1,,,,,F,,28700,15,98,80481,300
1432,1607,1996-04-20,monthly,Novy Jicin,2,0,,,,,F,,24400,15,65,76045,800
1433,1608,1997-10-08,monthly,Plzen - mesto,1,0,,,,,F,,3680,15,31,27211,600
1434,1609,1996-07-05,monthly,Usti nad Labem,1,0,,,,,F,,2017,15,61,26860,900
1435,1610,1993-05-17,monthly,Usti nad Orlici,2,0,,,,,F,,60900,15,151,146116,500
1436,1611,1996-02-11,monthly,Jesenik,1,1,,,,,F,,28400,15,76,74738,500
1437,1612,1996-02-12,monthly,Zdar nad Sazavou,1,0,,,,,F,,28400,15,70,69745,400
1438,1613,1995-09-13,monthly,Hl.m. Praha,1,0,,,,,F,,10500,15,76,38346,600
1439,1614,1996-05-07,monthly,Vyskov,2,0,,,,,F,,26400,15,71,109425,300
1440,1615,1997-10-20,monthly,Hl.m. Praha,1,0,,,,,F,,7100,15,26,29471,900
1441,1616,1997-02-07,monthly,Domazlice,1,0,,,,,F,,7800,15,55,31020,1100
1442,1617,1993-06-01,monthly,Jicin,1,0,,,,,F,,16000,15,135,37137,700
1443,1618,1996-12-18,monthly,Kutna Hora,1,0,,,,,F,,5940,15,61,45195,900
1444,1619,1997-02-24,monthly,Louny,1,0,,,,,F,,5800,15,58,51419,500
1445,1620,1995-06-08,monthly,Pelhrimov,1,0,,,,,F,,12050,15,81,46274,700
1446,1621,1993-12-01,monthly,Prerov,1,0,,,,,F,,25600,15,127,67207,300
1447,1622,1996-04-12,monthly,Prachatice,1,0,,,,,F,,16640,15,84,48800,900
1448,1623,1996-02-04,monthly,Hl.m. Praha,2,0,,,,,F,,37760,15,72,81590,800
1449,1624,1996-04-22,monthly,Blansko,1,0,,,,,F,,11950,15,62,34191,500
1450,1625,1995-01-17,monthly,Hl.m. Praha,1,0,,,,,F,,22000,15,97,52183,800
1451,1626,1994-03-15,monthly,Beroun,1,1,,,,,F,,56200,15,119,85424,1100
1452,1627,1994-01-20,monthly,Hl.m. Praha,1,0,,,,,F,,29120,15,125,53854,1000
1453,1628,1993-01-10,monthly,Prostejov,1,0,,,,,F,,9500,15,145,27323,700
1454,1629,1995-11-02,monthly,Praha - vychod,2,0,,,,,F,,10550,15,77,33465,1000
1455,1630,1993-07-28,monthly,Olomouc,1,0,,,,,F,,7500,15,128,28864,900
1456,1631,1996-09-27,monthly,Praha - vychod,1,0,,,,,F,,3520,15,51,26540,400
1457,1633,1995-02-22,monthly,Trutnov,1,0,,,,,F,,11150,15,89,40349,200
1458,1634,1994-06-04,monthly,Vsetin,1,1,,,,,F,,26000,15,113,101618,500
1459,1635,1993-12-29,monthly,Prachatice,1,0,,,,,F,,42720,15,123,68386,900
1460,1636,1997-04-08,monthly,Blansko,2,0,,,,,F,,22900,15,42,88699,900
1461,1637,1993-01-08,monthly,Hl.m. Praha,1,0,,,,,F,,9000,15,145,35529,500
1462,1640,1995-09-01,monthly,Rakovnik,1,0,,,,,F,,25400,15,82,78495,700
1463,1641,1996-04-22,monthly,Svitavy,2,0,,,,,F,,61900,15,101,148141,900
1464,1642,1995-05-27,monthly,Zlin,1,0,,,,,F,,7300,15,85,29164,1000
1465,1644,1993-05-09,monthly,Hl.m. Praha,2,0,,,,,F,,35680,15,139,62368,400
1466,1645,1996-10-16,monthly,Svitavy,1,0,,,,,F,,12700,15,62,55650,300
1467,1647,1997-07-09,monthly,Hl.m. Praha,1,0,,,,,F,,6400,12,44,45328,900
1468,1648,1997-08-08,monthly,Teplice,1,0,,,,,F,,25400,15,61,73821,800
1469,1649,1993-01-26,monthly,Nachod,1,1,,,,,F,,39400,15,92,90624,700
1470,1650,1997-12-06,monthly,Most,1,0,,,,,F,,23014,15,32,59254,1000
1471,1651,1997-01-23,monthly,Chomutov,1,0,,,,,F,,64800,15,54,136677,900
1472,1652,1993-05-20,monthly,Ostrava - mesto,2,0,,,,,F,,19600,15,131,34506,300
1473,1653,1994-09-19,monthly,Hl.m. Praha,1,0,,,,,F,,29800,15,103,90874,700
1474,1654,1996-08-05,monthly,Sokolov,1,1,,,,,F,,61700,15,64,108950,600
1475,1655,1996-04-15,monthly,Usti nad Labem,2,0,,,,,F,,21500,15,67,62575,600
1476,1656,1997-02-01,monthly,Pardubice,1,0,189792.0,3954.0,48.0,C,T,F,23200,15,53,78412,500
1477,1657,1997-11-04,monthly,Pribram,1,0,,,,,F,,2156,15,29,25056,300
1478,1658,1993-05-10,monthly,Opava,1,0,,,,,F,,7140,15,131,27027,800
1479,1659,1996-12-25,monthly,Nachod,2,0,,,,,F,,11350,15,45,43154,400
1480,1660,1995-09-22,monthly,Hl.m. Praha,1,1,,,,,F,,55700,15,93,143557,600
1481,1662,1997-08-11,monthly,Hl.m. Praha,1,1,,,,,F,,18700,15,35,77497,200
1482,1663,1996-11-02,monthly,Brno - venkov,2,0,,,,,F,,8250,15,53,54290,300
1483,1664,1993-11-15,monthly,Breclav,1,0,,,,,F,,60300,15,124,80374,500
1484,1665,1997-04-15,monthly,Opava,2,0,,,,,F,,13650,15,38,37525,800
1485,1666,1993-10-30,monthly,Bruntal,1,0,,,,,F,,14800,15,122,50901,500
1486,1667,1996-08-18,monthly,Breclav,2,0,,,,,F,,9100,15,64,36822,200
1487,1668,1997-03-07,monthly,Uherske Hradiste,1,0,,,,,F,,9400,15,45,25490,200
1488,1669,1996-09-19,monthly,Most,2,0,,,,,F,,7200,15,57,39415,700
1489,1670,1996-01-02,monthly,Pribram,2,0,,,,,F,,10400,15,73,28338,500
1490,1671,1993-05-05,monthly,Kutna Hora,1,0,,,,,F,,6900,15,137,39713,1100
1491,1672,1996-05-08,monthly,Kolin,1,0,,,,,F,,25100,15,66,70074,800
1492,1673,1993-12-08,monthly,Blansko,1,0,,,,,F,,5100,15,117,24890,900
1493,1674,1995-09-15,monthly,Hl.m. Praha,2,0,,,,,F,,28480,15,104,53918,800
1494,1675,1993-02-01,monthly,Liberec,2,0,,,,,F,,13500,15,143,34266,1100
1495,1677,1997-01-08,monthly,Jesenik,1,0,,,,,F,,17760,15,55,42268,1100
1496,1678,1993-02-22,monthly,Hl.m. Praha,1,1,,,,,F,,25600,15,141,81719,200
1497,1679,1996-09-05,monthly,Frydek - Mistek,1,0,,,,,F,,15200,15,59,67861,13463
1498,1680,1993-12-10,monthly,Kromeriz,1,0,,,,,F,,24600,15,123,76309,300
1499,1681,1997-07-11,monthly,Frydek - Mistek,1,0,,,,,F,,21000,6,38,75180,1100
1500,1682,1995-12-22,monthly,Semily,1,0,,,,,F,,25500,15,95,79247,900
1501,1683,1996-11-01,monthly,Vsetin,1,0,,,,,F,,28640,15,62,46147,900
1502,1685,1995-12-13,monthly,Plzen - sever,2,1,,,,,F,,42600,15,60,115940,1100
1503,1686,1993-11-18,monthly,Praha - zapad,1,0,,,,,F,,19200,15,165,53541,900
1504,1687,1997-04-18,monthly,Cheb,1,0,,,,,F,,14500,15,38,18731,200
1505,1688,1993-02-27,monthly,Karvina,2,0,,,,,F,,7000,15,137,36243,800
1506,1689,1993-09-07,monthly,Brno - venkov,2,0,,,,,F,,9400,15,123,32528,700
1507,1690,1995-10-07,monthly,Jindrichuv Hradec,1,0,,,,,F,,12650,15,79,36779,6736
1508,1691,1995-11-08,monthly,Rychnov nad Kneznou,1,0,,,,,F,,2400,15,77,24172,400
1509,1692,1995-03-29,monthly,Breclav,1,0,,,,,F,,35300,15,80,73968,500
1510,1695,1993-01-03,monthly,Sumperk,1,1,,,,,F,,64000,15,219,159676,200
1511,1696,1995-06-09,monthly,Hradec Kralove,2,0,,,,,F,,3960,15,87,23803,600
1512,1697,1997-05-17,monthly,Vyskov,2,0,,,,,F,,4900,15,35,21097,800
1513,1698,1996-03-14,monthly,Frydek - Mistek,1,1,141948.0,3943.0,36.0,C,T,F,17000,15,69,78139,800
1514,1699,1993-01-14,monthly,Blansko,1,0,,,,,F,,5550,15,139,30656,800
1515,1700,1995-11-18,monthly,Zlin,1,1,,,,,F,,25800,15,75,93990,900
1516,1701,1993-08-10,monthly,Hl.m. Praha,1,0,,,,,F,,51600,15,158,131901,1100
1517,1702,1995-02-27,monthly,Breclav,1,0,,,,,F,,10900,15,107,42443,500
1518,1703,1997-11-02,monthly,Olomouc,1,0,,,,,F,,6850,15,29,30007,700
1519,1704,1995-09-22,monthly,Karvina,1,0,,,,,F,,6300,15,77,30745,300
1520,1705,1993-09-15,monthly,Karvina,1,0,,,,,F,,42560,15,129,65290,400
1521,1706,1995-01-05,monthly,Hl.m. Praha,1,0,,,,,F,,6450,15,127,63386,700
1522,1707,1997-01-13,monthly,Prerov,1,0,,,,,F,,23400,15,48,49328,1000
1523,1708,1994-11-21,monthly,Domazlice,1,0,,,,,F,,25100,15,101,49349,700
1524,1709,1996-04-23,monthly,Karlovy Vary,1,1,,,,,F,,37760,15,67,82933,400
1525,1710,1997-05-25,monthly,Ostrava - mesto,1,0,,,,,F,,5500,15,36,50867,900
1526,1711,1996-01-05,monthly,Vyskov,1,0,,,,,F,,6540,15,90,32832,200
1527,1712,1996-11-25,monthly,Chrudim,1,0,,,,,F,,13000,15,47,45220,200
1528,1713,1993-03-03,monthly,Hradec Kralove,1,0,,,,,F,,36900,15,167,115022,700
1529,1714,1994-09-08,monthly,Olomouc,1,0,,,,,F,,3920,15,99,36447,900
1530,1715,1996-05-26,monthly,Prostejov,1,0,,,,,F,,34600,15,73,136361,-954
1531,1716,1996-05-02,monthly,Nachod,1,0,,,,,F,,27000,15,66,51468,1100
1532,1717,1997-12-02,monthly,Bruntal,1,0,,,,,F,,11700,15,27,30290,900
1533,1718,1997-09-23,monthly,Novy Jicin,1,0,172272.0,7178.0,24.0,C,T,F,60600,15,31,126478,300
1534,1719,1993-09-06,monthly,Hl.m. Praha,2,0,,,,,F,,7850,15,129,32937,600
