"","account_id","open_date","statement_frequency","district_name","num_customers","credit_cards","loan_amount","loan_payments","loan_term","loan_status","loan","loan_default","max_withdrawal","min_withdrawal","id","date","type","amount","balance","bank","account","method","category","cc_payments","max_balance","min_balance"
"730",767,"1995-03-26","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,22000,15,225104,"1995-03-26","credit",600,600,"",NA,"cash","",92,61552,600
"731",768,"1997-07-03","monthly","Plzen - mesto",1,0,NA,NA,NA,NA,"F",NA,8100,15,225545,"1997-07-03","credit",800,800,"",NA,"cash","",48,39673,800
"732",770,"1996-09-24","monthly","Melnik",1,0,NA,NA,NA,NA,"F",NA,26500,15,226244,"1996-09-24","credit",800,800,"",NA,"cash","",60,52480,800
"733",771,"1996-01-22","monthly","Domazlice",2,0,NA,NA,NA,NA,"F",NA,33100,15,226399,"1996-01-22","credit",1100,1100,"",NA,"cash","",72,71433,1100
"734",772,"1993-01-21","monthly","Jicin",1,0,NA,NA,NA,NA,"F",NA,30600,15,226654,"1993-01-21","credit",500,500,"",NA,"cash","",143,98005,500
"735",773,"1993-06-19","monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,"F",NA,29000,1,227248,"1993-06-19","credit",900,900,"",NA,"cash","",145,91542,-2871
"736",774,"1993-06-08","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,26600,15,227754,"1993-06-08","credit",500,500,"",NA,"cash","",233,80748,500
"737",775,"1994-12-18","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,24400,15,228203,"1994-12-18","credit",300,300,"",NA,"cash","",99,88412,300
"738",776,"1996-05-18","monthly","Zdar nad Sazavou",1,1,NA,NA,NA,NA,"F",NA,26400,15,228605,"1996-05-18","credit",700,700,"",NA,"cash","",63,91876,700
"739",777,"1997-12-28","monthly","Sokolov",1,0,NA,NA,NA,NA,"F",NA,59400,15,228893,"1997-12-28","credit",300,300,"",NA,"cash","",37,136506,300
"740",778,"1996-10-26","monthly","Frydek - Mistek",1,0,NA,NA,NA,NA,"F",NA,6000,200,229047,"1996-10-26","credit",600,600,"",NA,"cash","",18,37000,600
"741",779,"1996-08-13","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,23900,15,229131,"1996-08-13","credit",300,300,"",NA,"cash","",58,59263,300
"742",780,"1996-04-26","monthly","Beroun",1,0,NA,NA,NA,NA,"F",NA,22800,15,229291,"1996-04-26","credit",600,600,"",NA,"cash","",66,65160,600
"743",781,"1995-02-19","monthly","Decin",2,0,NA,NA,NA,NA,"F",NA,3300,15,229504,"1995-02-19","credit",700,700,"",NA,"cash","",89,22327,700
"744",782,"1997-10-30","monthly","Havlickuv Brod",2,0,NA,NA,NA,NA,"F",NA,22700,15,229765,"1997-10-30","credit",500,500,"",NA,"cash","",30,83778,500
"745",783,"1997-09-08","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,9050,15,229913,"1997-09-08","credit",1000,1000,"",NA,"cash","",27,28487,1000
"746",784,"1994-04-19","monthly","Kromeriz",1,0,NA,NA,NA,NA,"F",NA,25900,15,230023,"1994-04-19","credit",1000,1000,"",NA,"cash","",115,73102,1000
"747",785,"1997-08-09","weekly","Tabor",1,0,156096,4336,36,"C","T","F",40200,30,230565,"1997-08-09","credit",700,700,"",NA,"cash","",40,93801,700
"748",786,"1995-08-12","monthly","Blansko",1,0,NA,NA,NA,NA,"F",NA,28000,15,230734,"1995-08-12","credit",900,900,"",NA,"cash","",82,88459,900
"749",787,"1993-11-14","monthly","Praha - vychod",1,0,NA,NA,NA,NA,"F",NA,14300,15,231061,"1993-11-14","credit",800,800,"",NA,"cash","",134,39665,800
"750",788,"1996-06-25","monthly","Pribram",2,0,NA,NA,NA,NA,"F",NA,5000,15,231530,"1996-06-25","credit",900,900,"",NA,"cash","",59,34537,900
"751",789,"1995-02-06","monthly","Most",2,0,73056,1522,48,"C","T","F",7100,15,231709,"1995-02-06","credit",500,500,"",NA,"cash","",100,33555,500
"752",790,"1993-05-11","monthly","Brno - mesto",1,1,208128,4336,48,"B","T","T",58100,15,232062,"1993-05-11","credit",300,300,"",NA,"cash","",158,147308,-1070
"753",791,"1995-12-14","monthly","Semily",1,0,NA,NA,NA,NA,"F",NA,6800,15,232549,"1995-12-14","credit",700,700,"",NA,"cash","",69,27978,700
"754",792,"1997-08-13","monthly","Beroun",1,0,NA,NA,NA,NA,"F",NA,7000,15,232782,"1997-08-13","credit",400,400,"",NA,"cash","",38,34008,400
"755",793,"1993-01-03","monthly","Pardubice",2,0,NA,NA,NA,NA,"F",NA,4900,15,232960,"1993-01-03","credit",800,800,"",NA,"cash","",145,32247,800
"756",794,"1997-04-24","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,5100,15,233488,"1997-04-24","credit",900,900,"",NA,"cash","",37,20714,900
"757",795,"1995-01-27","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,21800,15,233617,"1995-01-27","credit",900,900,"",NA,"cash","",126,75695,900
"758",796,"1997-02-13","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,54800,15,233906,"1997-02-13","credit",700,700,"",NA,"cash","",38,118645,700
"759",797,"1996-11-20","monthly","Hodonin",1,0,NA,NA,NA,NA,"F",NA,44200,15,234021,"1996-11-20","credit",900,900,"",NA,"cash","",51,107581,900
"760",798,"1996-04-22","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,6480,15,234201,"1996-04-22","credit",600,600,"",NA,"cash","",84,51494,600
"761",799,"1993-10-10","monthly","Breclav",2,0,NA,NA,NA,NA,"F",NA,4800,300,234416,"1993-10-10","credit",200,200,"",NA,"cash","",24,23400,200
"762",800,"1997-12-06","monthly","Praha - zapad",1,0,NA,NA,NA,NA,"F",NA,5100,15,234615,"1997-12-06","credit",1100,1100,"",NA,"cash","",34,36366,1100
"763",801,"1997-07-23","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,9600,15,234764,"1997-07-23","credit",300,300,"",NA,"cash","",39,33244,300
"764",802,"1994-12-20","monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,"F",NA,14900,15,234921,"1994-12-20","credit",300,300,"",NA,"cash","",93,49406,300
"765",803,"1995-09-09","monthly","Prachatice",1,0,NA,NA,NA,NA,"F",NA,66900,3,235225,"1995-09-09","credit",500,500,"",NA,"cash","",93,155437,-14628
"766",804,"1996-02-06","monthly","Zlin",1,1,NA,NA,NA,NA,"F",NA,22880,15,235491,"1996-02-06","credit",500,500,"",NA,"cash","",78,76735,500
"767",805,"1996-12-02","monthly","Praha - vychod",1,0,NA,NA,NA,NA,"F",NA,31200,5,235732,"1996-12-02","credit",800,800,"",NA,"cash","",57,58470,-2400
"768",806,"1996-10-29","monthly","Rakovnik",2,0,NA,NA,NA,NA,"F",NA,8580,15,235958,"1996-10-29","credit",300,300,"",NA,"cash","",49,26475,300
"769",807,"1995-06-13","weekly","Sumperk",1,1,NA,NA,NA,NA,"F",NA,21670,30,236132,"1995-06-13","credit",800,800,"",NA,"cash","",107,69304,800
"770",808,"1995-06-13","monthly","Jesenik",1,0,215616,4492,48,"D","T","T",18700,6,236452,"1995-06-13","credit",200,200,"",NA,"cash","",128,50125,-4385
"771",809,"1995-12-20","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,21200,15,236760,"1995-12-20","credit",900,900,"",NA,"cash","",72,58300,900
"772",810,"1995-11-11","monthly","Nachod",2,0,NA,NA,NA,NA,"F",NA,8800,15,237032,"1995-11-11","credit",200,200,"",NA,"cash","",77,31081,200
"773",811,"1997-08-01","weekly","Ceske Budejovice",2,0,NA,NA,NA,NA,"F",NA,32000,30,237291,"1997-08-01","credit",300,300,"",NA,"cash","",36,98010,300
"774",812,"1996-08-30","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,22300,15,237439,"1996-08-30","credit",1000,1000,"",NA,"cash","",59,70929,1000
"775",813,"1993-02-10","monthly","Jindrichuv Hradec",1,0,24312,2026,12,"A","T","F",24322,15,237649,"1993-02-10","credit",1100,1100,"",NA,"cash","",155,61338,1100
"776",814,"1996-10-06","monthly","Sumperk",1,0,NA,NA,NA,NA,"F",NA,17100,15,238088,"1996-10-06","credit",300,300,"",NA,"cash","",55,39283,300
"777",815,"1993-08-25","monthly","Breclav",2,0,NA,NA,NA,NA,"F",NA,4560,15,238319,"1993-08-25","credit",300,300,"",NA,"cash","",125,21167,300
"778",816,"1993-08-05","monthly","Usti nad Orlici",1,0,48624,2026,24,"A","T","F",60200,15,238688,"1993-08-05","credit",200,200,"",NA,"cash","",183,153641,200
"779",817,"1994-03-18","monthly","Kolin",1,0,538500,8975,60,"C","T","F",23800,15,239271,"1994-03-18","credit",200,200,"",NA,"cash","",115,69776,200
"780",819,"1995-04-22","monthly","Strakonice",2,1,NA,NA,NA,NA,"F",NA,24000,15,240000,"1995-04-22","credit",600,600,"",NA,"cash","",91,68644,600
"781",820,"1995-11-04","monthly","Ostrava - mesto",1,0,NA,NA,NA,NA,"F",NA,39840,15,240242,"1995-11-04","credit",200,200,"",NA,"cash","",88,69070,200
"782",821,"1996-03-16","monthly","Prostejov",1,0,NA,NA,NA,NA,"F",NA,5800,15,240564,"1996-03-16","credit",300,300,"",NA,"cash","",77,34556,300
"783",822,"1996-10-04","monthly","Teplice",2,0,NA,NA,NA,NA,"F",NA,17100,15,240820,"1996-10-04","credit",500,500,"",NA,"cash","",55,35170,500
"784",823,"1997-09-19","monthly","Novy Jicin",1,0,NA,NA,NA,NA,"F",NA,1515,15,241011,"1997-09-19","credit",1100,1100,"",NA,"cash","",27,25009,1100
"785",824,"1996-03-21","monthly","Ceska Lipa",1,0,NA,NA,NA,NA,"F",NA,9100,15,241169,"1996-03-21","credit",700,700,"",NA,"cash","",79,55771,700
"786",825,"1996-03-06","monthly","Prachatice",1,1,53076,4423,12,"A","T","F",14700,15,241377,"1996-03-06","credit",500,500,"",NA,"cash","",82,65122,500
"787",826,"1996-10-05","monthly","Chrudim",1,0,NA,NA,NA,NA,"F",NA,11300,15,241630,"1996-10-05","credit",700,700,"",NA,"cash","",59,43603,700
"788",827,"1996-02-23","monthly","Liberec",2,0,NA,NA,NA,NA,"F",NA,4230,15,241889,"1996-02-23","credit",1000,1000,"",NA,"cash","",65,31310,1000
"789",828,"1997-02-12","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,13900,15,242067,"1997-02-12","credit",1000,1000,"",NA,"cash","",50,53254,1000
"790",829,"1996-11-10","monthly","Kromeriz",2,0,NA,NA,NA,NA,"F",NA,2120,15,242216,"1996-11-10","credit",800,800,"",NA,"cash","",53,34294,800
"791",830,"1993-02-08","monthly","Ostrava - mesto",2,1,NA,NA,NA,NA,"F",NA,35040,15,242366,"1993-02-08","credit",200,200,"",NA,"cash","",142,95451,200
"792",831,"1996-09-18","monthly","Chrudim",1,0,NA,NA,NA,NA,"F",NA,3700,15,242698,"1996-09-18","credit",1000,1000,"",NA,"cash","",51,21799,1000
"793",832,"1996-05-24","monthly","Havlickuv Brod",1,0,NA,NA,NA,NA,"F",NA,4100,15,242881,"1996-05-24","credit",500,500,"",NA,"cash","",59,22456,500
"794",833,"1996-08-29","monthly","Tachov",1,0,NA,NA,NA,NA,"F",NA,5900,15,243064,"1996-08-29","credit",900,900,"",NA,"cash","",54,33070,900
"795",834,"1997-05-23","monthly","Beroun",1,0,NA,NA,NA,NA,"F",NA,7400,15,243229,"1997-05-23","credit",900,900,"",NA,"cash","",42,24840,900
"796",836,"1996-07-28","monthly","Nachod",2,0,NA,NA,NA,NA,"F",NA,27000,15,243580,"1996-07-28","credit",1100,1100,"",NA,"cash","",62,51280,1100
"797",837,"1993-09-18","monthly","Nachod",1,0,NA,NA,NA,NA,"F",NA,26400,15,243804,"1993-09-18","credit",400,400,"",NA,"cash","",129,81694,400
"798",838,"1993-10-23","monthly","Pardubice",2,0,NA,NA,NA,NA,"F",NA,4900,100,244227,"1993-10-23","credit",1100,1100,"",NA,"cash","",38,36400,1100
"799",839,"1995-01-17","monthly","Jindrichuv Hradec",1,1,NA,NA,NA,NA,"F",NA,29400,15,244449,"1995-01-17","credit",500,500,"",NA,"cash","",96,92818,500
"800",840,"1996-03-12","monthly","Karvina",2,0,NA,NA,NA,NA,"F",NA,44000,15,244717,"1996-03-12","credit",500,500,"",NA,"cash","",69,79941,500
"801",841,"1993-11-04","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,8200,15,244931,"1993-11-04","credit",800,800,"",NA,"cash","",125,56567,800
"802",842,"1995-04-07","monthly","Uherske Hradiste",2,0,NA,NA,NA,NA,"F",NA,7400,15,245321,"1995-04-07","credit",700,700,"",NA,"cash","",91,25376,700
"803",843,"1997-04-09","monthly","Kutna Hora",1,0,NA,NA,NA,NA,"F",NA,7900,15,245580,"1997-04-09","credit",900,900,"",NA,"cash","",49,28819,900
"804",844,"1994-04-28","monthly","Blansko",1,1,NA,NA,NA,NA,"F",NA,62400,15,245762,"1994-04-28","credit",700,700,"",NA,"cash","",113,126302,700
"805",845,"1997-12-27","monthly","Ceske Budejovice",1,1,NA,NA,NA,NA,"F",NA,21200,15,246180,"1997-12-27","credit",300,300,"",NA,"cash","",25,86633,300
"806",846,"1996-03-09","monthly","Olomouc",1,1,187104,7796,24,"A","T","F",58600,15,246308,"1996-03-09","credit",300,300,"",NA,"cash","",98,148870,300
"807",847,"1996-07-21","monthly","Benesov",1,0,NA,NA,NA,NA,"F",NA,26200,15,246567,"1996-07-21","credit",900,900,"",NA,"cash","",86,93865,900
"808",848,"1996-06-16","monthly","Tachov",1,0,NA,NA,NA,NA,"F",NA,10900,15,246751,"1996-06-16","credit",800,800,"",NA,"cash","",72,59279,800
"809",849,"1996-01-01","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,41800,0,247026,"1996-01-01","credit",600,600,"",NA,"cash","",68,111108,-5339
"810",850,"1997-03-07","monthly","Klatovy",1,0,NA,NA,NA,NA,"F",NA,36000,15,247199,"1997-03-07","credit",300,300,"",NA,"cash","",45,88616,300
"811",851,"1994-09-23","monthly","Cesky Krumlov",1,0,NA,NA,NA,NA,"F",NA,61800,15,247361,"1994-09-23","credit",200,200,"",NA,"cash","",125,153742,200
"812",852,"1997-10-23","monthly","Hodonin",1,0,NA,NA,NA,NA,"F",NA,3570,15,247886,"1997-10-23","credit",1100,1100,"",NA,"cash","",25,19879,1100
"813",853,"1996-03-20","monthly","Hl.m. Praha",2,1,NA,NA,NA,NA,"F",NA,35840,15,248019,"1996-03-20","credit",500,500,"",NA,"cash","",70,69821,500
"814",854,"1993-09-21","monthly","Uherske Hradiste",1,0,87216,1817,48,"C","T","F",15000,15,248272,"1993-09-21","credit",700,700,"",NA,"cash","",129,52046,700
"815",855,"1994-03-28","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,35680,15,248893,"1994-03-28","credit",800,800,"",NA,"cash","",129,71758,800
"816",856,"1996-03-03","monthly","Benesov",1,1,NA,NA,NA,NA,"F",NA,15300,15,249256,"1996-03-03","credit",900,900,"",NA,"cash","",70,64327,900
"817",857,"1993-09-16","monthly","Vsetin",2,0,NA,NA,NA,NA,"F",NA,6100,15,249560,"1993-09-16","credit",1100,1100,"",NA,"cash","",123,29688,1100
"818",858,"1996-07-13","monthly","Usti nad Orlici",1,0,NA,NA,NA,NA,"F",NA,37120,15,249893,"1996-07-13","credit",900,900,"",NA,"cash","",59,81163,900
"819",859,"1997-08-26","monthly","Rakovnik",2,0,NA,NA,NA,NA,"F",NA,14560,15,250097,"1997-08-26","credit",200,200,"",NA,"cash","",34,49886,200
"820",860,"1993-03-19","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,13300,15,250302,"1993-03-19","credit",600,600,"",NA,"cash","",144,47988,600
"821",861,"1993-09-13","monthly","Domazlice",1,0,NA,NA,NA,NA,"F",NA,22700,15,250741,"1993-09-13","credit",1000,1000,"",NA,"cash","",130,63139,1000
"822",862,"1993-02-02","weekly","Zlin",1,1,NA,NA,NA,NA,"F",NA,65100,30,251233,"1993-02-02","credit",200,200,"",NA,"cash","",144,132926,200
"823",863,"1993-05-16","monthly","Novy Jicin",1,1,NA,NA,NA,NA,"F",NA,56500,15,251715,"1993-05-16","credit",300,300,"",NA,"cash","",195,188348,300
"824",864,"1997-07-08","monthly","Olomouc",1,0,NA,NA,NA,NA,"F",NA,5800,15,252324,"1997-07-08","credit",300,300,"",NA,"cash","",44,38792,300
"825",865,"1996-03-18","monthly","Pelhrimov",2,0,NA,NA,NA,NA,"F",NA,4700,15,252447,"1996-03-18","credit",900,900,"",NA,"cash","",63,31462,900
"826",866,"1993-01-10","monthly","Nymburk",1,0,NA,NA,NA,NA,"F",NA,28100,15,252644,"1993-01-10","credit",500,500,"",NA,"cash","",152,61524,500
"827",867,"1997-11-09","monthly","Prostejov",1,0,NA,NA,NA,NA,"F",NA,31100,3,253306,"1997-11-09","credit",600,600,"",NA,"cash","",28,88731,-1351
"828",868,"1997-05-26","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,14700,15,253510,"1997-05-26","credit",200,200,"",NA,"cash","",40,36341,200
"829",869,"1996-07-15","monthly","Jindrichuv Hradec",1,0,NA,NA,NA,NA,"F",NA,4200,600,253662,"1996-07-15","credit",1100,1100,"",NA,"cash","",10,23400,1100
"830",870,"1995-03-27","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,7900,15,253748,"1995-03-27","credit",300,300,"",NA,"cash","",102,36132,300
"831",871,"1996-09-02","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,27400,15,254017,"1996-09-02","credit",300,300,"",NA,"cash","",57,82101,300
"832",872,"1997-01-18","monthly","Plzen - jih",1,0,NA,NA,NA,NA,"F",NA,15680,15,254201,"1997-01-18","credit",800,800,"",NA,"cash","",62,57695,800
"833",873,"1997-04-26","monthly","Opava",1,0,178500,2975,60,"C","T","F",7100,15,254347,"1997-04-26","credit",1000,1000,"",NA,"cash","",53,39316,1000
"834",874,"1996-03-23","weekly","Breclav",2,0,NA,NA,NA,NA,"F",NA,18700,30,254563,"1996-03-23","credit",200,200,"",NA,"cash","",76,51684,200
"835",875,"1995-05-17","monthly","Vyskov",1,0,NA,NA,NA,NA,"F",NA,6000,15,254873,"1995-05-17","credit",300,300,"",NA,"cash","",84,49510,300
"836",876,"1997-10-26","monthly","Kladno",1,0,NA,NA,NA,NA,"F",NA,7900,15,255107,"1997-10-26","credit",1100,1100,"",NA,"cash","",28,22867,1100
"837",877,"1996-05-29","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,14080,15,255229,"1996-05-29","credit",700,700,"",NA,"cash","",84,56198,700
"838",878,"1996-06-29","monthly","Usti nad Orlici",1,1,NA,NA,NA,NA,"F",NA,25300,15,255462,"1996-06-29","credit",600,600,"",NA,"cash","",65,74871,600
"839",879,"1997-06-04","monthly","Nymburk",1,0,NA,NA,NA,NA,"F",NA,3300,15,255690,"1997-06-04","credit",500,500,"",NA,"cash","",39,17694,500
"840",880,"1996-12-08","monthly","Plzen - mesto",2,1,NA,NA,NA,NA,"F",NA,24462,15,255811,"1996-12-08","credit",700,700,"",NA,"cash","",53,64239,700
"841",882,"1993-03-06","monthly","Nymburk",2,1,NA,NA,NA,NA,"F",NA,41000,15,256849,"1993-03-06","credit",300,300,"",NA,"cash","",146,84776,300
"842",883,"1993-12-17","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,19700,15,257271,"1993-12-17","credit",800,800,"",NA,"cash","",125,59676,800
"843",884,"1993-12-07","monthly","Benesov",1,0,NA,NA,NA,NA,"F",NA,4800,15,257802,"1993-12-07","credit",500,3889,"",NA,"cash","",123,29532,3389
"844",885,"1993-06-25","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,25500,15,258165,"1993-06-25","credit",300,300,"",NA,"cash","",134,115837,300
"845",886,"1993-06-23","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,50000,15,258656,"1993-06-23","credit",900,900,"",NA,"cash","",138,119897,900
"846",887,"1993-05-05","monthly","Hl.m. Praha",1,0,NA,NA,NA,NA,"F",NA,10550,15,259080,"1993-05-05","credit",600,5114,"",NA,"cash","",137,28162,4514
"847",888,"1996-10-28","monthly","Brno - mesto",2,0,NA,NA,NA,NA,"F",NA,10900,15,259424,"1996-10-28","credit",800,800,"",NA,"cash","",49,35937,800
"848",889,"1997-12-22","monthly","Hradec Kralove",1,0,NA,NA,NA,NA,"F",NA,3600,15,259613,"1997-12-22","credit",300,300,"",NA,"cash","",21,30380,300
"849",890,"1993-02-05","monthly","Ceske Budejovice",1,0,NA,NA,NA,NA,"F",NA,23100,15,259747,"1993-02-05","credit",700,700,"",NA,"cash","",154,41862,700
"850",891,"1996-05-23","monthly","Chomutov",2,0,NA,NA,NA,NA,"F",NA,6600,15,260172,"1996-05-23","credit",1000,1000,"",NA,"cash","",59,46293,1000
"851",892,"1993-03-20","monthly","Karvina",1,0,NA,NA,NA,NA,"F",NA,11050,15,260351,"1993-03-20","credit",900,900,"",NA,"cash","",136,54945,900
"852",893,"1995-04-12","monthly","Blansko",1,0,NA,NA,NA,NA,"F",NA,46400,15,260817,"1995-04-12","credit",900,900,"",NA,"cash","",90,100578,900
"853",894,"1995-08-27","monthly","Nachod",1,0,NA,NA,NA,NA,"F",NA,17900,15,261056,"1995-08-27","credit",800,800,"",NA,"cash","",79,33689,800
"854",895,"1996-03-12","monthly","Karlovy Vary",1,0,NA,NA,NA,NA,"F",NA,2900,15,261315,"1996-03-12","credit",600,600,"",NA,"cash","",69,21603,600
"855",896,"1995-06-11","monthly","Beroun",1,0,NA,NA,NA,NA,"F",NA,45700,15,261526,"1995-06-11","credit",600,600,"",NA,"cash","",86,65186,600
"856",897,"1993-04-26","monthly","Louny",1,1,NA,NA,NA,NA,"F",NA,64500,15,261802,"1993-04-26","credit",600,600,"",NA,"cash","",185,146944,600
"857",898,"1996-03-27","monthly","Novy Jicin",1,0,NA,NA,NA,NA,"F",NA,19600,15,262371,"1996-03-27","credit",200,200,"",NA,"cash","",68,69388,200
"858",899,"1993-06-21","monthly","Olomouc",1,0,NA,NA,NA,NA,"F",NA,29400,15,262626,"1993-06-21","credit",900,900,"",NA,"cash","",136,61612,900
"859",900,"1994-04-26","monthly","Rychnov nad Kneznou",2,0,NA,NA,NA,NA,"F",NA,9900,15,263101,"1994-04-26","credit",1100,1100,"",NA,"cash","",124,41769,1100
"860",901,"1994-07-10","monthly","Prostejov",1,0,NA,NA,NA,NA,"F",NA,4400,15,263457,"1994-07-10","credit",900,900,"",NA,"cash","",109,45333,900
"861",902,"1993-06-29","monthly","Ostrava - mesto",2,0,NA,NA,NA,NA,"F",NA,13700,15,263764,"1993-06-29","credit",800,800,"",NA,"cash","",146,43025,800
"862",903,"1993-12-10","monthly","Pardubice",1,0,NA,NA,NA,NA,"F",NA,8790,15,264326,"1993-12-10","credit",1100,1100,"",NA,"cash","",135,33437,1100
"863",904,"1994-03-20","monthly","Hl.m. Praha",1,1,NA,NA,NA,NA,"F",NA,26100,15,264723,"1994-03-20","credit",300,300,"",NA,"cash","",116,106048,300
"864",905,"1996-12-11","monthly","Jablonec n. Nisou",1,0,NA,NA,NA,NA,"F",NA,10700,15,265014,"1996-12-11","credit",1000,1000,"",NA,"cash","",50,31683,1000
"865",906,"1997-12-27","monthly","Kromeriz",1,0,NA,NA,NA,NA,"F",NA,2240,15,265266,"1997-12-27","credit",800,800,"",NA,"cash","",21,19848,800
"866",907,"1993-07-09","monthly","Usti nad Labem",1,0,NA,NA,NA,NA,"F",NA,5370,15,265378,"1993-07-09","credit",300,300,"",NA,"cash","",156,33196,300
"867",908,"1994-04-29","monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,"F",NA,35900,15,265769,"1994-04-29","credit",900,900,"",NA,"cash","",132,85090,900
"868",909,"1997-09-02","monthly","Sokolov",2,0,NA,NA,NA,NA,"F",NA,1950,15,266066,"1997-09-02","credit",900,900,"",NA,"cash","",33,21420,900
"869",910,"1997-02-03","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,8000,15,266182,"1997-02-03","credit",1100,1100,"",NA,"cash","",47,46627,1100
"870",911,"1996-08-12","monthly","Prostejov",1,1,NA,NA,NA,NA,"F",NA,37200,15,266307,"1996-08-12","credit",600,600,"",NA,"cash","",66,106283,600
"871",912,"1997-04-27","monthly","Znojmo",1,0,NA,NA,NA,NA,"F",NA,3100,15,266558,"1997-04-27","credit",400,400,"",NA,"cash","",37,25351,400
"872",913,"1996-05-10","monthly","Kromeriz",1,0,NA,NA,NA,NA,"F",NA,24000,15,266678,"1996-05-10","credit",300,300,"",NA,"cash","",74,56258,300
"873",914,"1993-11-14","monthly","Opava",1,0,NA,NA,NA,NA,"F",NA,5910,15,266965,"1993-11-14","credit",800,800,"",NA,"cash","",119,27453,800
"874",915,"1995-01-18","monthly","Olomouc",1,0,309552,6449,48,"C","T","F",50600,15,267325,"1995-01-18","credit",700,700,"",NA,"cash","",101,121713,700
"875",916,"1996-08-13","monthly","Hl.m. Praha",2,0,NA,NA,NA,NA,"F",NA,18100,15,267690,"1996-08-13","credit",600,600,"",NA,"cash","",58,56056,600
"876",917,"1995-10-13","monthly","Breclav",2,0,NA,NA,NA,NA,"F",NA,24960,15,267898,"1995-10-13","credit",300,300,"",NA,"cash","",96,56837,300
"877",918,"1996-08-23","monthly","Prostejov",1,0,NA,NA,NA,NA,"F",NA,27900,15,268150,"1996-08-23","credit",400,400,"",NA,"cash","",53,75788,400
"878",919,"1997-03-03","monthly","Uherske Hradiste",1,0,NA,NA,NA,NA,"F",NA,11100,15,268376,"1997-03-03","credit",800,800,"",NA,"cash","",49,54192,800
"879",920,"1996-09-05","monthly","Jihlava",1,0,NA,NA,NA,NA,"F",NA,6300,15,268519,"1996-09-05","credit",800,800,"",NA,"cash","",57,27484,800
"880",921,"1996-10-08","monthly","Praha - vychod",1,0,NA,NA,NA,NA,"F",NA,12100,15,268715,"1996-10-08","credit",500,500,"",NA,"cash","",55,44033,500
"881",922,"1995-04-27","monthly","Trebic",1,0,NA,NA,NA,NA,"F",NA,22720,15,268940,"1995-04-27","credit",400,400,"",NA,"cash","",122,65796,400
"882",923,"1996-02-07","monthly","Rakovnik",1,0,NA,NA,NA,NA,"F",NA,10050,15,269328,"1996-02-07","credit",1100,6778,"",NA,"cash","",71,30033,5678
"883",924,"1995-12-09","monthly","Praha - zapad",1,0,NA,NA,NA,NA,"F",NA,6750,15,269535,"1995-12-09","credit",400,400,"",NA,"cash","",79,26057,400
"884",925,"1993-02-23","monthly","Kromeriz",1,0,NA,NA,NA,NA,"F",NA,20100,15,269812,"1993-02-23","credit",500,500,"",NA,"cash","",142,79963,500
"885",926,"1996-11-01","monthly","Liberec",1,0,NA,NA,NA,NA,"F",NA,8300,15,270274,"1996-11-01","credit",1100,1100,"",NA,"cash","",53,32464,1100
"886",927,"1997-04-12","monthly","Jesenik",1,0,NA,NA,NA,NA,"F",NA,13400,15,270458,"1997-04-12","credit",400,400,"",NA,"cash","",42,42111,400
"887",928,"1993-04-26","monthly","Strakonice",2,0,NA,NA,NA,NA,"F",NA,40320,15,270620,"1993-04-26","credit",1100,1100,"",NA,"cash","",179,78232,1100
"888",929,"1993-07-03","monthly","Brno - mesto",1,0,NA,NA,NA,NA,"F",NA,9300,15,271060,"1993-07-03","credit",200,200,"",NA,"cash","",146,51788,200
"889",930,"1993-08-03","monthly","Usti nad Labem",1,0,NA,NA,NA,NA,"F",NA,25920,15,271475,"1993-08-03","credit",300,300,"",NA,"cash","",150,76690,300
